"";"Correlation";"x";"y";"z";"Label";"Hemisphere";"Relation"
"32608";-0,03;6,68956;-14,125;61,3182;"R_24dd_ROI";"R";"Negative"
"32609";-0,09;6,75948;-14,4386;62,1558;"R_24dd_ROI";"R";"Negative"
"32610";-0,1;6,8511;-14,7336;62,9911;"R_4_ROI";"R";"Negative"
"32611";-0,04;6,96802;-15,0105;63,8233;"R_4_ROI";"R";"Negative"
"32612";0,01;7,11332;-15,2698;64,6511;"R_4_ROI";"R";"Positive"
"32613";0,06;7,28956;-15,5128;65,4728;"R_4_ROI";"R";"Positive"
"32614";0,04;7,49887;-15,7408;66,2863;"R_4_ROI";"R";"Positive"
"32615";-0,04;7,74297;-15,9554;67,0892;"R_4_ROI";"R";"Negative"
"32616";-0,05;8,0232;-16,1585;67,8788;"R_4_ROI";"R";"Negative"
"32617";-0,03;8,34061;-16,3522;68,6522;"R_4_ROI";"R";"Negative"
"32618";-0,05;8,69594;-16,5387;69,4061;"R_4_ROI";"R";"Negative"
"32619";-0,12;9,08967;-16,7204;70,1372;"R_4_ROI";"R";"Negative"
"32620";-0,16;9,52198;-16,8997;70,842;"R_4_ROI";"R";"Negative"
"32621";-0,1;9,9928;-17,0792;71,5168;"R_4_ROI";"R";"Negative"
"32622";-0,09;10,5017;-17,2612;72,1579;"R_4_ROI";"R";"Negative"
"32623";-0,06;5,46979;-7,22887;49,6548;"R_24dv_ROI";"R";"Negative"
"32624";-0,08;5,67657;-7,61779;50,5845;"R_24dv_ROI";"R";"Negative"
"32625";-0,06;5,85769;-8,02389;51,5053;"R_24dv_ROI";"R";"Negative"
"32626";-0,04;6,01233;-8,44316;52,4172;"R_24dd_ROI";"R";"Negative"
"32627";-0,03;6,14085;-8,8715;53,32;"R_24dd_ROI";"R";"Negative"
"32628";-0,01;6,2448;-9,30476;54,214;"R_24dd_ROI";"R";"Negative"
"32629";0,03;6,32688;-9,73888;55,0995;"R_24dd_ROI";"R";"Positive"
"32630";0,06;6,39074;-10,17;55,9772;"R_24dd_ROI";"R";"Positive"
"32631";0,07;6,44083;-10,5946;56,8479;"R_24dd_ROI";"R";"Positive"
"32632";0,04;6,48216;-11,0095;57,7125;"R_24dd_ROI";"R";"Positive"
"32633";0,01;6,52004;-11,412;58,5721;"R_24dd_ROI";"R";"Positive"
"32634";0,01;6,55991;-11,7999;59,4276;"R_24dd_ROI";"R";"Positive"
"32635";-0,01;6,60706;-12,1714;60,2799;"R_24dd_ROI";"R";"Negative"
"32636";-0,04;6,66658;-12,5255;61,1293;"R_24dd_ROI";"R";"Negative"
"32637";-0,08;6,74314;-12,8613;61,976;"R_24dd_ROI";"R";"Negative"
"32638";-0,12;6,84093;-13,1786;62,8197;"R_24dd_ROI";"R";"Negative"
"32639";-0,11;6,96364;-13,4776;63,6595;"R_6mp_ROI";"R";"Negative"
"32640";-0,05;7,11442;-13,7589;64,4943;"R_4_ROI";"R";"Negative"
"32641";0;7,29592;-14,0234;65,3223;"R_4_ROI";"R";"Positive"
"32642";0,01;7,51029;-14,2724;66,1418;"R_4_ROI";"R";"Positive"
"32643";-0,01;7,75925;-14,5075;66,9502;"R_4_ROI";"R";"Negative"
"32644";-0,06;8,04414;-14,7304;67,745;"R_4_ROI";"R";"Negative"
"32645";-0,07;8,36596;-14,9434;68,5233;"R_4_ROI";"R";"Negative"
"32646";-0,07;8,72538;-15,1486;69,2821;"R_4_ROI";"R";"Negative"
"32647";-0,11;9,12285;-15,3484;70,018;"R_4_ROI";"R";"Negative"
"32648";-0,2;9,55849;-15,5453;70,7276;"R_4_ROI";"R";"Negative"
"32649";-0,13;10,0321;-15,7418;71,4075;"R_4_ROI";"R";"Negative"
"32650";-0,02;10,5434;-15,9404;72,054;"R_4_ROI";"R";"Negative"
"32651";-0,02;5,55173;-5,85676;50,1975;"R_24dv_ROI";"R";"Negative"
"32652";-0,04;5,73944;-6,263;51,1365;"R_24dv_ROI";"R";"Negative"
"32653";-0,05;5,90205;-6,68491;52,0664;"R_24dv_ROI";"R";"Negative"
"32654";-0,05;6,0396;-7,11842;52,9873;"R_24dv_ROI";"R";"Negative"
"32655";-0,05;6,15334;-7,55938;53,899;"R_24dd_ROI";"R";"Negative"
"32656";-0,03;6,2456;-8,00366;54,8019;"R_24dd_ROI";"R";"Negative"
"32657";0,01;6,31976;-8,44727;55,6964;"R_24dd_ROI";"R";"Positive"
"32658";0,02;6,37997;-8,88645;56,5831;"R_24dd_ROI";"R";"Positive"
"32659";0,02;6,43103;-9,31779;57,4629;"R_24dd_ROI";"R";"Positive"
"32660";-0,03;6,47814;-9,73833;58,3368;"R_24dd_ROI";"R";"Negative"
"32661";-0,04;6,52661;-10,1456;59,2057;"R_24dd_ROI";"R";"Negative"
"32662";-0,06;6,58176;-10,5375;60,0703;"R_24dd_ROI";"R";"Negative"
"32663";-0,1;6,64866;-10,9126;60,931;"R_24dd_ROI";"R";"Negative"
"32664";-0,07;6,73205;-11,2699;61,7881;"R_24dd_ROI";"R";"Negative"
"32665";-0,08;6,83622;-11,6089;62,6412;"R_6mp_ROI";"R";"Negative"
"32666";-0,09;6,96494;-11,9295;63,4895;"R_6mp_ROI";"R";"Negative"
"32667";-0,05;7,12144;-12,2322;64,3321;"R_6mp_ROI";"R";"Negative"
"32668";-0,01;7,30842;-12,5178;65,1672;"R_6mp_ROI";"R";"Negative"
"32669";0,01;7,52807;-12,7874;65,993;"R_6mp_ROI";"R";"Positive"
"32670";0,01;7,78212;-13,0425;66,8073;"R_6mp_ROI";"R";"Positive"
"32671";-0,02;8,07191;-13,2849;67,6074;"R_6mp_ROI";"R";"Negative"
"32672";-0,05;8,39837;-13,5167;68,3906;"R_6mp_ROI";"R";"Negative"
"32673";-0,07;8,76214;-13,74;69,154;"R_4_ROI";"R";"Negative"
"32674";-0,12;9,16357;-13,9575;69,8942;"R_4_ROI";"R";"Negative"
"32675";-0,2;9,60273;-14,1714;70,6081;"R_4_ROI";"R";"Negative"
"32676";-0,09;10,0794;-14,3844;71,2922;"R_4_ROI";"R";"Negative"
"32677";-0,01;10,5931;-14,5991;71,9432;"R_4_ROI";"R";"Negative"
"32678";-0,03;5,62998;-4,5023;50,7404;"R_24dv_ROI";"R";"Negative"
"32679";-0,03;5,79956;-4,92581;51,6893;"R_24dv_ROI";"R";"Negative"
"32680";-0,02;5,94525;-5,36334;52,629;"R_24dv_ROI";"R";"Negative"
"32681";-0,03;6,06799;-5,81078;53,5595;"R_24dv_ROI";"R";"Negative"
"32682";-0,04;6,16982;-6,26394;54,4808;"R_24dv_ROI";"R";"Negative"
"32683";-0,02;6,25376;-6,71875;55,3933;"R_24dd_ROI";"R";"Negative"
"32684";0;6,32373;-7,17126;56,2974;"R_24dd_ROI";"R";"Positive"
"32685";-0,01;6,3843;-7,61788;57,1939;"R_24dd_ROI";"R";"Negative"
"32686";-0,04;6,44048;-8,05536;58,0836;"R_24dd_ROI";"R";"Negative"
"32687";-0,07;6,49751;-8,48092;58,9672;"R_24dd_ROI";"R";"Negative"
"32688";-0,06;6,56063;-8,89225;59,8455;"R_24dd_ROI";"R";"Negative"
"32689";-0,07;6,63495;-9,28759;60,719;"R_24dd_ROI";"R";"Negative"
"32690";-0,04;6,72525;-9,66566;61,5877;"R_24dd_ROI";"R";"Negative"
"32691";-0,03;6,83588;-10,0257;62,4514;"R_24dd_ROI";"R";"Negative"
"32692";-0,04;6,9707;-10,3674;63,3095;"R_6mp_ROI";"R";"Negative"
"32693";-0,04;7,13301;-10,691;64,1608;"R_6mp_ROI";"R";"Negative"
"32694";-0,03;7,32558;-10,997;65,0038;"R_6mp_ROI";"R";"Negative"
"32695";-0,01;7,55064;-11,2867;65,8367;"R_6mp_ROI";"R";"Negative"
"32696";0,01;7,80993;-11,5613;66,6573;"R_6mp_ROI";"R";"Positive"
"32697";-0,02;8,10477;-11,8225;67,4631;"R_6mp_ROI";"R";"Negative"
"32698";-0,03;8,43606;-12,0725;68,2513;"R_6mp_ROI";"R";"Negative"
"32699";-0,03;8,80437;-12,3135;69,0192;"R_6mp_ROI";"R";"Negative"
"32700";-0,07;9,20996;-12,5479;69,7635;"R_6mp_ROI";"R";"Negative"
"32701";-0,1;9,65282;-12,7782;70,4812;"R_6mp_ROI";"R";"Negative"
"32702";-0,06;10,1326;-13,0071;71,1689;"R_6mp_ROI";"R";"Negative"
"32703";-0,05;10,6489;-13,2372;71,8234;"R_6mp_ROI";"R";"Negative"
"32704";-0,02;5,70566;-3,16629;51,2825;"R_24dv_ROI";"R";"Negative"
"32705";0,01;5,8585;-3,60686;52,2417;"R_24dv_ROI";"R";"Positive"
"32706";0,06;5,98935;-4,05968;53,1918;"R_24dv_ROI";"R";"Positive"
"32707";0,05;6,09993;-4,52059;54,1325;"R_24dv_ROI";"R";"Positive"
"32708";0,02;6,19301;-4,98542;55,0641;"R_24dv_ROI";"R";"Positive"
"32709";0,01;6,2722;-5,45012;55,9868;"R_24dd_ROI";"R";"Positive"
"32710";-0,02;6,34186;-5,91088;56,9012;"R_24dd_ROI";"R";"Negative"
"32711";-0,04;6,40679;-6,36424;57,808;"R_24dd_ROI";"R";"Negative"
"32712";-0,04;6,47214;-6,80716;58,7078;"R_24dd_ROI";"R";"Negative"
"32713";0,03;6,54308;-7,23703;59,6013;"R_24dd_ROI";"R";"Positive"
"32714";0,07;6,62471;-7,65179;60,4888;"R_24dd_ROI";"R";"Positive"
"32715";0,06;6,72183;-8,04987;61,3706;"R_24dd_ROI";"R";"Positive"
"32716";0,01;6,83887;-8,43023;62,2462;"R_24dd_ROI";"R";"Positive"
"32717";-0,03;6,97974;-8,79235;63,1152;"R_6mp_ROI";"R";"Negative"
"32718";-0,02;7,14784;-9,13619;63,9763;"R_6mp_ROI";"R";"Negative"
"32719";0;7,346;-9,46221;64,8283;"R_6mp_ROI";"R";"Positive"
"32720";-0,01;7,57649;-9,77128;65,6691;"R_6mp_ROI";"R";"Negative"
"32721";-0,07;7,84108;-10,0647;66,4968;"R_6mp_ROI";"R";"Negative"
"32722";-0,12;8,14106;-10,3442;67,3088;"R_6mp_ROI";"R";"Negative"
"32723";-0,1;8,47729;-10,6117;68,1025;"R_6mp_ROI";"R";"Negative"
"32724";0;8,85027;-10,8695;68,875;"R_6mp_ROI";"R";"Positive"
"32725";0,05;9,26018;-11,1201;69,6234;"R_6mp_ROI";"R";"Positive"
"32726";0,01;9,7069;-11,366;70,3446;"R_6mp_ROI";"R";"Positive"
"32727";0;10,19;-11,61;71,0355;"R_6mp_ROI";"R";"Positive"
"32728";-0,02;10,709;-11,8546;71,6929;"R_6mp_ROI";"R";"Negative"
"32729";0;5,77995;-1,84934;51,8224;"R_24dv_ROI";"R";"Positive"
"32730";0,03;5,91789;-2,3066;52,7927;"R_24dv_ROI";"R";"Positive"
"32731";0,06;6,03633;-2,77423;53,7536;"R_24dv_ROI";"R";"Positive"
"32732";0,03;6,13773;-3,24802;54,7051;"R_24dv_ROI";"R";"Positive"
"32733";0,02;6,22547;-3,72384;55,6475;"R_24dv_ROI";"R";"Positive"
"32734";-0,01;6,30363;-4,19772;56,581;"R_24dd_ROI";"R";"Negative"
"32735";-0,05;6,37685;-4,66598;57,5061;"R_24dd_ROI";"R";"Negative"
"32736";-0,07;6,45013;-5,12532;58,4234;"R_24dd_ROI";"R";"Negative"
"32737";0;6,52857;-5,57287;59,3334;"R_24dd_ROI";"R";"Positive"
"32738";0,01;6,61724;-6,00626;60,2365;"R_24dd_ROI";"R";"Positive"
"32739";-0,01;6,72096;-6,42364;61,1326;"R_24dd_ROI";"R";"Negative"
"32740";-0,04;6,8442;-6,82367;62,0216;"R_24dd_ROI";"R";"Negative"
"32741";-0,07;6,99096;-7,20557;62,9027;"R_24dd_ROI";"R";"Negative"
"32742";-0,09;7,16471;-7,56906;63,775;"R_6mp_ROI";"R";"Negative"
"32743";-0,1;7,36835;-7,91438;64,6369;"R_6mp_ROI";"R";"Negative"
"32744";-0,06;7,60419;-8,24227;65,4868;"R_6mp_ROI";"R";"Negative"
"32745";-0,03;7,87404;-8,5539;66,3223;"R_6mp_ROI";"R";"Negative"
"32746";-0,13;8,17916;-8,85087;67,1413;"R_6mp_ROI";"R";"Negative"
"32747";-0,16;8,52038;-9,13513;67,941;"R_6mp_ROI";"R";"Negative"
"32748";-0,03;8,89812;-9,40895;68,7187;"R_6mp_ROI";"R";"Negative"
"32749";0,1;9,31247;-9,67483;69,4714;"R_6mp_ROI";"R";"Positive"
"32750";0,1;9,7632;-9,93542;70,1962;"R_6mp_ROI";"R";"Positive"
"32751";0,05;10,2498;-10,1935;70,89;"R_6mp_ROI";"R";"Positive"
"32752";0,03;10,7715;-10,4517;71,5499;"R_6mp_ROI";"R";"Positive"
"32753";0,02;5,85406;-0,551852;52,3593;"R_24dv_ROI";"R";"Positive"
"32754";-0,04;5,97935;-1,0253;53,341;"R_24dv_ROI";"R";"Negative"
"32755";-0,06;6,08816;-1,50711;54,3132;"R_24dv_ROI";"R";"Negative"
"32756";-0,01;6,18362;-1,99309;55,276;"R_24dv_ROI";"R";"Negative"
"32757";0,02;6,26957;-2,47913;56,2295;"R_24dv_ROI";"R";"Positive"
"32758";0;6,35047;-2,96136;57,1741;"R_24dd_ROI";"R";"Positive"
"32759";-0,05;6,43114;-3,43626;58,1102;"R_24dd_ROI";"R";"Negative"
"32760";-0,07;6,51662;-3,90068;59,038;"R_24dd_ROI";"R";"Negative"
"32761";-0,08;6,61192;-4,35196;59,9579;"R_24dd_ROI";"R";"Negative"
"32762";-0,13;6,72188;-4,78795;60,8698;"R_24dd_ROI";"R";"Negative"
"32763";-0,14;6,85101;-5,20702;61,7734;"R_24dd_ROI";"R";"Negative"
"32764";-0,13;7,00337;-5,60809;62,6681;"R_24dd_ROI";"R";"Negative"
"32765";-0,1;7,18251;-5,99064;63,5527;"R_24dd_ROI";"R";"Negative"
"32766";-0,06;7,39139;-6,35467;64,4259;"R_6mp_ROI";"R";"Negative"
"32767";-0,11;7,6324;-6,70074;65,2859;"R_6mp_ROI";"R";"Negative"
"32768";-0,18;7,90736;-7,02987;66,1305;"R_6mp_ROI";"R";"Negative"
"32769";-0,16;8,21753;-7,34358;66,9573;"R_6mp_ROI";"R";"Negative"
"32770";-0,12;8,56371;-7,64377;67,7638;"R_6mp_ROI";"R";"Negative"
"32771";-0,03;8,94624;-7,93269;68,5472;"R_6mp_ROI";"R";"Negative"
"32772";0,02;9,36511;-8,21289;69,3047;"R_6mp_ROI";"R";"Positive"
"32773";0,08;9,81996;-8,48709;70,0333;"R_6mp_ROI";"R";"Positive"
"32774";0,08;10,3102;-8,75812;70,7302;"R_6mp_ROI";"R";"Positive"
"32775";0,05;10,8349;-9,02882;71,3925;"R_6mp_ROI";"R";"Positive"
"32776";-0,11;5,92927;0,725931;52,8921;"R_24dv_ROI";"R";"Negative"
"32777";-0,16;6,0445;0,236952;53,8855;"R_24dv_ROI";"R";"Negative"
"32778";-0,1;6,14675;-0,2583;54,8694;"R_24dv_ROI";"R";"Negative"
"32779";-0,02;6,23967;-0,755626;55,8438;"R_24dv_ROI";"R";"Negative"
"32780";-0,02;6,32749;-1,25099;56,8088;"R_24dd_ROI";"R";"Negative"
"32781";-0,04;6,41491;-1,74065;57,7646;"R_24dd_ROI";"R";"Negative"
"32782";-0,12;6,50683;-2,2212;58,7114;"R_24dd_ROI";"R";"Negative"
"32783";-0,12;6,60824;-2,6897;59,6494;"R_24dd_ROI";"R";"Negative"
"32784";-0,12;6,72395;-3,14367;60,5783;"R_24dd_ROI";"R";"Negative"
"32785";-0,13;6,85852;-3,5812;61,4979;"R_24dd_ROI";"R";"Negative"
"32786";-0,11;7,01607;-4,0009;62,4075;"R_24dd_ROI";"R";"Negative"
"32787";-0,07;7,20021;-4,40195;63,3058;"R_24dd_ROI";"R";"Negative"
"32788";-0,02;7,414;-4,78414;64,1916;"R_6mp_ROI";"R";"Negative"
"32789";0,06;7,65988;-5,14778;65,0629;"R_SCEF_ROI";"R";"Positive"
"32790";0;7,9397;-5,49376;65,9176;"R_SCEF_ROI";"R";"Positive"
"32791";-0,12;8,25474;-5,82346;66,7534;"R_SCEF_ROI";"R";"Negative"
"32792";-0,11;8,60575;-6,13873;67,5677;"R_SCEF_ROI";"R";"Negative"
"32793";-0,03;8,99302;-6,44183;68,3577;"R_SCEF_ROI";"R";"Negative"
"32794";-0,04;9,41643;-6,73531;69,1206;"R_6mp_ROI";"R";"Negative"
"32795";-0,02;9,8755;-7,02198;69,8536;"R_6mp_ROI";"R";"Negative"
"32796";0,04;10,3695;-7,30479;70,5539;"R_6mp_ROI";"R";"Positive"
"32797";0,01;10,8974;-7,5867;71,2186;"R_6mp_ROI";"R";"Positive"
"32798";-0,02;6,00691;1,98393;53,4199;"R_24dv_ROI";"R";"Negative"
"32799";-0,07;6,11495;1,48021;54,4254;"R_24dv_ROI";"R";"Negative"
"32800";-0,07;6,21391;0,972405;55,4212;"R_24dv_ROI";"R";"Negative"
"32801";-0,02;6,30782;0,464684;56,4073;"R_24dd_ROI";"R";"Negative"
"32802";-0,05;6,40121;-0,0389993;57,3837;"R_24dd_ROI";"R";"Negative"
"32803";-0,09;6,4989;-0,535009;58,3505;"R_24dd_ROI";"R";"Negative"
"32804";-0,09;6,60577;-1,0201;59,3076;"R_24dd_ROI";"R";"Negative"
"32805";-0,09;6,72664;-1,49152;60,2548;"R_24dd_ROI";"R";"Negative"
"32806";-0,08;6,86609;-1,94699;61,1917;"R_24dd_ROI";"R";"Negative"
"32807";-0,04;7,0283;-2,38483;62,1174;"R_24dd_ROI";"R";"Negative"
"32808";-0,02;7,21696;-2,80393;63,0308;"R_SCEF_ROI";"R";"Negative"
"32809";0;7,4352;-3,20378;63,9303;"R_SCEF_ROI";"R";"Positive"
"32810";0,04;7,68553;-3,58447;64,8143;"R_SCEF_ROI";"R";"Positive"
"32811";0,13;7,96985;-3,94668;65,6804;"R_SCEF_ROI";"R";"Positive"
"32812";0,08;8,28945;-4,29168;66,5263;"R_SCEF_ROI";"R";"Positive"
"32813";-0,04;8,64508;-4,62123;67,3494;"R_SCEF_ROI";"R";"Negative"
"32814";-0,08;9,03695;-4,93756;68,147;"R_SCEF_ROI";"R";"Negative"
"32815";-0,06;9,46485;-5,24327;68,9163;"R_SCEF_ROI";"R";"Negative"
"32816";-0,06;9,92817;-5,54124;69,6544;"R_6mp_ROI";"R";"Negative"
"32817";-0,03;10,426;-5,83453;70,3586;"R_6mp_ROI";"R";"Negative"
"32818";-0,04;10,9572;-6,12627;71,0263;"R_6mp_ROI";"R";"Negative"
"32819";0,05;6,08833;3,22225;53,9418;"R_24dv_ROI";"R";"Positive"
"32820";-0,01;6,19234;2,70472;54,9594;"R_24dv_ROI";"R";"Negative"
"32821";-0,03;6,29142;2,18537;55,9672;"R_24dd_ROI";"R";"Negative"
"32822";-0,05;6,38994;1,66833;56,9649;"R_24dd_ROI";"R";"Negative"
"32823";-0,07;6,49258;1,15749;57,9525;"R_24dd_ROI";"R";"Negative"
"32824";-0,06;6,60418;0,656342;58,9297;"R_24dd_ROI";"R";"Negative"
"32825";-0,04;6,72953;0,167973;59,8962;"R_24dd_ROI";"R";"Negative"
"32826";-0,02;6,8732;-0,30503;60,8514;"R_24dd_ROI";"R";"Negative"
"32827";0;7,03944;-0,760635;61,7945;"R_SCEF_ROI";"R";"Positive"
"32828";0;7,23202;-1,19741;62,7242;"R_SCEF_ROI";"R";"Positive"
"32829";0,01;7,45413;-1,61453;63,6389;"R_SCEF_ROI";"R";"Positive"
"32830";0,04;7,70839;-2,01183;64,5367;"R_SCEF_ROI";"R";"Positive"
"32831";0,11;7,99674;-2,38978;65,4155;"R_SCEF_ROI";"R";"Positive"
"32832";0,16;8,32051;-2,74945;66,2728;"R_SCEF_ROI";"R";"Positive"
"32833";0,08;8,68042;-3,09253;67,106;"R_SCEF_ROI";"R";"Positive"
"32834";-0,02;9,07665;-3,4212;67,9123;"R_SCEF_ROI";"R";"Negative"
"32835";-0,02;9,5089;-3,7381;68,6889;"R_SCEF_ROI";"R";"Negative"
"32836";-0,04;9,97643;-4,04617;69,433;"R_SCEF_ROI";"R";"Negative"
"32837";-0,04;10,4782;-4,34862;70,142;"R_6ma_ROI";"R";"Negative"
"32838";-0,05;11,0128;-4,64874;70,8132;"R_6mp_ROI";"R";"Negative"
"32839";0,01;6,17501;4,44113;54,4571;"R_24dv_ROI";"R";"Positive"
"32840";0;6,27829;3,91085;55,4868;"R_24dd_ROI";"R";"Positive"
"32841";-0,04;6,38101;3,38112;56,5063;"R_24dd_ROI";"R";"Negative"
"32842";-0,07;6,48776;2,85601;57,5152;"R_24dd_ROI";"R";"Negative"
"32843";-0,05;6,60327;2,3393;58,5133;"R_24dd_ROI";"R";"Negative"
"32844";-0,01;6,73232;1,83439;59,4999;"R_24dd_ROI";"R";"Negative"
"32845";0,07;6,87947;1,3442;60,4745;"R_SCEF_ROI";"R";"Positive"
"32846";0,06;7,04903;0,871115;61,436;"R_SCEF_ROI";"R";"Positive"
"32847";0,03;7,24482;0,416923;62,3831;"R_SCEF_ROI";"R";"Positive"
"32848";0,03;7,47015;-0,0172136;63,3142;"R_SCEF_ROI";"R";"Positive"
"32849";0,05;7,7277;-0,43082;64,2272;"R_SCEF_ROI";"R";"Positive"
"32850";0,07;8,01949;-0,824108;65,1199;"R_SCEF_ROI";"R";"Positive"
"32851";0,06;8,3469;-1,19797;65,9899;"R_SCEF_ROI";"R";"Positive"
"32852";0,09;8,71065;-1,55393;66,8343;"R_SCEF_ROI";"R";"Positive"
"32853";0,05;9,11089;-1,89415;67,6505;"R_SCEF_ROI";"R";"Positive"
"32854";0,03;9,54724;-2,22124;68,4356;"R_SCEF_ROI";"R";"Positive"
"32855";0,03;10,0188;-2,53826;69,1868;"R_SCEF_ROI";"R";"Positive"
"32856";0,01;10,5245;-2,84854;69,9015;"R_6ma_ROI";"R";"Positive"
"32857";0,01;11,0627;-3,15555;70,577;"R_6ma_ROI";"R";"Positive"
"32858";0,02;6,26849;5,64099;54,9649;"R_24dv_ROI";"R";"Positive"
"32859";0;6,37447;5,09919;56,0064;"R_24dd_ROI";"R";"Positive"
"32860";-0,03;6,48442;4,56038;57,0371;"R_24dd_ROI";"R";"Negative"
"32861";-0,02;6,60298;4,02858;58,0565;"R_24dd_ROI";"R";"Negative"
"32862";0,05;6,73488;3,50748;59,0639;"R_24dd_ROI";"R";"Positive"
"32863";0,2;6,8847;3,00036;60,0587;"R_SCEF_ROI";"R";"Positive"
"32864";0,19;7,05676;2,50997;61,0395;"R_SCEF_ROI";"R";"Positive"
"32865";0,1;7,25499;2,0385;62,0051;"R_SCEF_ROI";"R";"Positive"
"32866";0,07;7,48277;1,58747;62,9536;"R_SCEF_ROI";"R";"Positive"
"32867";0,07;7,74287;1,1577;63,883;"R_SCEF_ROI";"R";"Positive"
"32868";0,04;8,03741;0,749302;64,7908;"R_SCEF_ROI";"R";"Positive"
"32869";-0,03;8,36782;0,361605;65,6747;"R_SCEF_ROI";"R";"Negative"
"32870";0;8,73485;-0,00675395;66,5316;"R_SCEF_ROI";"R";"Positive"
"32871";0,06;9,13864;-0,357824;67,3589;"R_SCEF_ROI";"R";"Positive"
"32872";0,07;9,57872;-0,694237;68,1537;"R_SCEF_ROI";"R";"Positive"
"32873";0,06;10,0542;-1,01912;68,9131;"R_SCEF_ROI";"R";"Positive"
"32874";0,01;10,5636;-1,33593;69,6345;"R_6ma_ROI";"R";"Positive"
"32875";0,08;11,1053;-1,64836;70,3154;"R_6ma_ROI";"R";"Positive"
"32876";0,01;6,37043;6,82243;55,4644;"R_24dd_ROI";"R";"Positive"
"32877";0;6,48264;6,27048;56,517;"R_24dd_ROI";"R";"Positive"
"32878";0;6,60334;5,72403;57,5581;"R_24dd_ROI";"R";"Positive"
"32879";0,05;6,73721;5,18708;58,5868;"R_24dd_ROI";"R";"Positive"
"32880";0,14;6,88883;4,66323;59,6022;"R_SCEF_ROI";"R";"Positive"
"32881";0,23;7,06254;4,15564;60,6032;"R_SCEF_ROI";"R";"Positive"
"32882";0,17;7,26235;3,6669;61,588;"R_SCEF_ROI";"R";"Positive"
"32883";0,13;7,49172;3,19894;62,5549;"R_SCEF_ROI";"R";"Positive"
"32884";0,09;7,75355;2,75299;63,5017;"R_SCEF_ROI";"R";"Positive"
"32885";0,03;8,05004;2,32951;64,4258;"R_SCEF_ROI";"R";"Positive"
"32886";-0,06;8,3827;1,92814;65,3247;"R_SCEF_ROI";"R";"Negative"
"32887";-0,05;8,75233;1,54771;66,1954;"R_SCEF_ROI";"R";"Negative"
"32888";0,03;9,15906;1,1863;67,035;"R_SCEF_ROI";"R";"Positive"
"32889";0,06;9,60238;0,841307;67,8406;"R_SCEF_ROI";"R";"Positive"
"32890";0,06;10,0813;0,509547;68,6094;"R_SCEF_ROI";"R";"Positive"
"32891";-0,03;10,5942;0,187408;69,3387;"R_6ma_ROI";"R";"Negative"
"32892";0,04;11,1394;-0,129002;70,026;"R_6ma_ROI";"R";"Positive"
"32893";0,05;6,48264;7,9862;55,9547;"R_24dd_ROI";"R";"Positive"
"32894";0,01;6,60456;7,4256;57,0174;"R_24dd_ROI";"R";"Positive"
"32895";0,02;6,73949;6,87312;58,0676;"R_24dd_ROI";"R";"Positive"
"32896";-0,01;6,892;6,33273;59,1041;"R_SCEF_ROI";"R";"Negative"
"32897";0,04;7,06645;5,80796;60,1256;"R_SCEF_ROI";"R";"Positive"
"32898";0,09;7,26692;5,30184;61,1304;"R_SCEF_ROI";"R";"Positive"
"32899";0,08;7,49697;4,81677;62,1164;"R_SCEF_ROI";"R";"Positive"
"32900";0,09;7,7596;4,35443;63,0815;"R_SCEF_ROI";"R";"Positive"
"32901";0,05;8,05713;3,91571;64,0229;"R_SCEF_ROI";"R";"Positive"
"32902";-0,01;8,39119;3,50058;64,9379;"R_SCEF_ROI";"R";"Negative"
"32903";-0,03;8,76262;3,10818;65,8234;"R_SCEF_ROI";"R";"Negative"
"32904";0;9,17157;2,73675;66,6765;"R_SCEF_ROI";"R";"Positive"
"32905";0;9,61752;2,38374;67,4942;"R_SCEF_ROI";"R";"Positive"
"32906";0,01;10,0994;2,04593;68,2735;"R_SFL_ROI";"R";"Positive"
"32907";-0,03;10,6155;1,71956;69,0118;"R_6ma_ROI";"R";"Negative"
"32908";-0,04;11,1639;1,40052;69,7065;"R_6ma_ROI";"R";"Negative"
"32909";0,05;6,60698;9,13319;56,4346;"R_SCEF_ROI";"R";"Positive"
"32910";0,08;6,74207;8,56559;57,5062;"R_SCEF_ROI";"R";"Positive"
"32911";0,03;6,89453;8,00884;58,5639;"R_SCEF_ROI";"R";"Positive"
"32912";-0,01;7,06879;7,46688;59,6062;"R_SCEF_ROI";"R";"Negative"
"32913";0;7,26895;6,94319;60,6313;"R_SCEF_ROI";"R";"Positive"
"32914";0,02;7,49868;6,44068;61,6371;"R_SCEF_ROI";"R";"Positive"
"32915";0,06;7,76112;5,96155;62,6211;"R_SCEF_ROI";"R";"Positive"
"32916";0,06;8,05872;5,50716;63,5806;"R_SCEF_ROI";"R";"Positive"
"32917";0,06;8,3932;5,07797;64,5126;"R_SCEF_ROI";"R";"Positive"
"32918";0,05;8,76551;4,67343;65,4141;"R_SCEF_ROI";"R";"Positive"
"32919";0,03;9,17584;4,29204;66,2817;"R_SCEF_ROI";"R";"Positive"
"32920";-0,04;9,62368;3,93136;67,1125;"R_SFL_ROI";"R";"Negative"
"32921";-0,04;10,1079;3,58814;67,9034;"R_SFL_ROI";"R";"Negative"
"32922";-0,04;10,6267;3,25851;68,6517;"R_SFL_ROI";"R";"Negative"
"32923";-0,02;11,1779;2,93809;69,355;"R_6ma_ROI";"R";"Negative"
